 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Tue Feb 22 02:23:01 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1413   2655   3537   1415   2546   3744   1987   1326   3172
      16    1415   2648   3539   1415   2548   3747   1988   1327   3180
      32    1404   2630   3509   1402   2526   3717   1975   1317   3159
      64     831   1584   1863    834   1576   1916    711    607    818
     128     768   1467   1701    771   1463   1745    628    544    710
     256     761   1450   1681    764   1449   1721    618    537    697
     512     758   1450   1674    762   1448   1718    617    537    697
    1024     753   1447   1662    762   1445   1715    617    537    696
    2048     549   1080   1219    559   1062   1238    397    363    434
    4096     272    517    543    273    517    549    158    152    162
    8192     236    403    420    236    404    424    134    129    138

                End of test Tue Feb 22 02:23:21 2022

