    BusSpeed riscv64 rv64g-opt optimized Tue Feb 22 01:24:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2815   3137   3488   3706   3729   3735
      32   1463   1528   2111   3486   3615   3666
      64    208    209    425    773   1283   1908
     128    179    180    359    661   1123   1727
     256    176    177    355    651   1110   1712
     512    176    178    355    651   1108   1704
    1024    164    165    334    621   1068   1651
    4096     23     23     47     94    184    350
   16384     19     19     39     77    153    289
   65536     19     19     39     77    153    288
