 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Tue Feb 22 02:23:41 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1389   1498   1871   1389   1498   1957   1979   1323   1322
      16    1390   1499   1872   1392   1499   1959   1981   1326   1325
      32    1380   1486   1858   1381   1485   1943   1973   1316   1315
      64     824    854   1004    823    855   1006    710    624    625
     128     762    784    917    761    785    917    627    563    563
     256     755    776    905    754    776    907    618    555    554
     512     753    776    905    753    776    907    617    555    555
    1024     747    776    905    752    775    906    617    555    555
    2048     509    537    591    525    534    596    363    343    343
    4096     271    274    289    271    274    289    158    153    153
    8192     235    238    249    235    238    249    134    130    130

                End of test Tue Feb 22 02:24:02 2022

