    BusSpeed riscv64 rv64g-opt optimized Tue Feb 22 01:24:46 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2833   3146   3491   3688   3727   3740
      32   1466   1527   2111   3503   3614   3661
      64    208    209    425    773   1282   1911
     128    179    180    359    661   1124   1730
     256    175    177    355    651   1110   1712
     512    176    178    355    650   1109   1709
    1024    175    177    353    647   1104   1706
    4096     23     23     47     94    183    349
   16384     19     19     39     77    152    289
   65536     19     19     39     77    153    288
