    BusSpeed riscv64 rv64g optimized Tue Feb 22 01:22:58 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2813   3153   3494   3711   3729   3740
      32   1471   1528   2113   3506   3615   3671
      64    209    209    425    774   1282   1912
     128    180    180    359    661   1124   1731
     256    176    177    355    651   1110   1713
     512    177    178    355    649   1108   1710
    1024    175    177    353    645   1101   1702
    4096     23     23     47     94    183    348
   16384     19     19     39     77    152    289
   65536     19     19     39     77    153    288
