 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Tue Feb 22 02:25:23 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1390   3102   4384   1389   3106   4705   1977   1410   3954
      16    1392   3107   4391   1390   3107   4712   1983   1412   3969
      32    1382   3065   4322   1381   3071   4668   1968   1402   3908
      64     828   1809   2059    826   1820   2120    710    630    853
     128     767   1667   1863    764   1678   1909    628    565    733
     256     759   1642   1839    757   1661   1886    619    558    720
     512     757   1648   1834    756   1658   1883    617    557    719
    1024     749   1632   1830    755   1652   1867    616    556    716
    2048     546   1153   1285    560   1158   1297    399    369    440
    4096     272    539    560    272    538    563    158    154    164
    8192     236    414    429    236    414    430    134    131    138

                End of test Tue Feb 22 02:25:42 2022

