    BusSpeed riscv64 rv64g-opt optimized Tue Feb 22 01:24:57 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2995   3247   3621   3817   3841   3853
      32   1509   1551   2161   3606   3721   3781
      64    208    209    426    776   1293   1938
     128    179    180    360    664   1134   1752
     256    176    177    356    655   1120   1735
     512    177    178    356    654   1119   1735
    1024    174    177    354    651   1115   1730
    4096     24     23     48     95    186    354
   16384     19     19     39     76    153    289
   65536     19     19     39     77    152    289
