    BusSpeed amd64 x86-64 optimized Tue Nov  7 22:03:56 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  33611  36528  41479  42868  42916  44580
      32  28964  32122  36552  39900  42529  42875
      64   8829   8878  18054  30235  32881  37353
     128   9037   9025  18078  30299  33037  37521
     256   9049   9068  18180  30059  32993  37618
     512   7166   7487  14318  23442  30449  36303
    1024   6652   7492  13769  22055  30710  36623
    4096   7315   7293  13920  22706  31289  36752
   16384   3853   4804   7921  13464  19138  27697
   65536    984   2124   3975   7059  12337  21139
