    BusSpeed amd64 x86-64 optimized Tue Nov  7 22:03:36 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  33830  36138  41342  42296  43136  44480
      32  29537  32170  36380  40975  42482  42732
      64   8841   8864  18022  29185  32766  37221
     128   9047   9049  17993  28761  32899  37553
     256   8746   8726  17041  27477  32195  37091
     512   7139   7504  14406  22990  30272  36096
    1024   7245   7252  13506  22755  31089  36616
    4096   7311   7209  13836  23956  31356  36715
   16384   4108   5055   8582  13226  19375  27983
   65536   1008   2122   3950   7054  12332  21158
