    BusSpeed amd64 x86-64 optimized Tue Nov  7 22:03:46 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  33965  36257  41636  42641  43089  44581
      32  29537  32117  36603  41400  41429  42886
      64   8874   8867  18085  29313  32880  37475
     128   9056   9075  18067  30112  33114  37725
     256   8555   8441  16641  26629  31472  36500
     512   7740   7380  14057  23161  30439  36118
    1024   7980   7358  13508  21936  30648  36338
    4096   6246   7090  13691  23464  31458  36832
   16384   4259   4975   8491  14285  20129  28032
   65536   1021   2135   3941   7037  12142  21216
