 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Tue Nov  7 22:15:10 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   49890 134507 134654  69996 134503 134282  36354  67579  67338
      16   49865 139678 139830  71251 139548 139751  36362  70118  70021
      32   49975 142273 142552  71880 142500 142427  36328  71467  71406
      64   48069  93110 105115  57161 105567 104847  36241  63962  68929
     128   48260  94012 107246  57039 106812 106352  36232  64058  69446
     256   45906  80206  86495  52745  86439  87167  33237  49827  51930
     512   46248  81447  85456  53379  88785  86268  33164  49949  50901
    1024   46344  82892  89107  53805  84112  84255  32880  49147  46941
    2048   46418  82232  88061  54169  87847  89147  33902  49736  48533
    4096   46613  85521  87223  54430  86221  88287  34002  47505  50729
    8192   46730  83565  86578  54557  87004  91525  33343  47883  50318

                End of test Tue Nov  7 22:15:26 2023

