 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Tue Nov  7 22:15:45 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  191225 242752 241239 191482 240666 240261  68053  67785  67935
      16  192287 241348 242686 192499 243328 241489  70256  70237  70277
      32  191513 241059 240785 191829 241149 240594  71469  71515  71422
      64  104901 172640 170944 105767 170348 171000  56381  56213  56308
     128  103382 172588 171075 104671 171033 171338  56139  56465  56159
     256  102773 173718 171665 104674 171764 172212  56404  56141  56058
     512   99078 172032 171094 101475 170806 171340  54110  48718  47980
    1024   88278 157558 159220  89313 158483 158527  44953  45195  45168
    2048   87050 158960 160397  88158 159389 159296  46333  42353  46620
    4096   88223 159881 160146  89033 157908 159676  45989  46062  46050
    8192   87969 159613 160698  89107 159747 159544  46515  46242  46000

                End of test Tue Nov  7 22:16:03 2023

