
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 armv8.4-a optimized Tue Dec 14 21:38:32 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   48401  48298  42331  48768  48659  48657  64988  65002  65071
      16   48020  47980  41985  48095  48104  48123  64524  64676  64625
      32   48168  48185  42089  48450  48438  48427  64384  64444  64519
      64   48279  48279  42033  48532  48543  48516  63737  62072  68700
     128   48362  48350  42108  48608  48598  48529  59956  58654  58748
     256   48304  48292  42052  48517  48515  48467  71305  71381  71255
     512   48376  48385  42136  48592  48578  48552  39593  39547  39590
    1024   48429  48435  42112  48411  48639  48597  39645  39799  39790
    2048   48432  48383  42141  48653  48631  48596  40226  40196  40121
    4096   47449  47472  41656  47655  47667  47640  39905  40077  40003
    8192   46825  46823  41037  47002  47049  47035  39828  39941  39989

                End of test Tue Dec 14 21:38:47 2021

