
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 armv8.4-a optimized Tue Dec 14 21:37:44 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   41459  41232  42245  47350  48651  47255  64762  62640  64560
      16   41974  42002  41979  48101  48114  48078  63613  63876  64345
      32   42125  42128  42057  48463  48474  48443  64062  64325  63780
      64   42118  42115  42074  48554  48561  48470  65295  59377  62845
     128   42175  42140  42026  48602  48560  48533  59187  67195  61650
     256   42174  42129  42068  48524  48479  48428  71330  70767  70800
     512   42232  42193  42100  48609  48591  48531  39548  39644  39240
    1024   42232  42209  42147  48640  48649  48554  40048  40092  40122
    2048   42230  42234  42144  48680  48582  48592  40189  39481  39472
    4096   41624  41650  41669  47806  47808  47755  39972  40056  39935
    8192   40774  40758  40894  46841  46834  46621  40027  40089  39431

                End of test Tue Dec 14 21:38:00 2021

