
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 armv8.4-a optimized Tue Dec 14 21:05:56 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   9464   9492  10360  10684  10686  10687
      32  10357  10360  10364  10691  10682  10685
      64  10325  10364  10602  10693  10681  10690
     128   8904  10600  10594  10688  10690  10691
     256   5131   5246  10572  10692  10695  10693
     512   5269   5306  10627  10684  10672  10586
    1024   5263   5293  10580  10618  10611  10614
    4096   5244   5270  10495  10579  10609  10619
   16384   1921   3948   8179  10341  10540  10598
   65536   1047   3648   7611  10559  10648  10681

 Type additional information to include in busSpeed.txt - Press Enter
