
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 native optimized Tue Dec 14 21:39:35 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   48439  48332  42325  48805  48661  48706  64910  65061  65069
      16   47974  47981  41894  48092  48104  48125  64248  64862  64371
      32   48184  48159  42097  48470  48446  48290  64286  64420  64546
      64   48308  48296  42048  48533  48543  48500  62922  62230  62151
     128   48363  48357  42104  48593  48604  48558  65341  62946  60359
     256   48258  48054  42113  48482  48504  48466  71747  71583  72006
     512   48371  48336  42138  48576  48507  48545  39849  39856  39824
    1024   48417  48423  42116  48637  48632  48591  40067  40026  39982
    2048   48321  48400  42119  48651  48662  48606  40083  40158  40119
    4096   47585  47564  41704  47776  47772  47704  39939  40113  40068
    8192   47189  47189  41428  47370  47418  47387  40198  40093  40166

                End of test Tue Dec 14 21:39:50 2021

