
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 native optimized Tue Dec 14 21:06:37 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   9401   9427  10294  10622  10614  10602
      32  10279  10309  10288  10659  10613  10672
      64  10308  10327  10541  10586  10617  10681
     128   8867  10550  10516  10595  10620  10636
     256   5145   5203  10513  10628  10631  10640
     512   5243   5257  10571  10634  10606  10599
    1024   5259   5323  10675  10689  10668  10675
    4096   5247   5265  10485  10675  10649  10675
   16384   1979   3940   8088  10394  10517  10599
   65536   1016   3547   7596  10566  10587  10642

 Type additional information to include in busSpeed.txt - Press Enter
