
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 armv8.4-a optimized Tue Dec 14 21:06:17 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   9485   9481  10353  10675  10677  10667
      32  10350  10353  10353  10656  10669  10656
      64  10335  10365  10610  10679  10687  10678
     128   8889  10605  10599  10674  10692  10663
     256   5177   5240  10590  10692  10694  10689
     512   5239   5293  10584  10676  10614  10630
    1024   5268   5283  10580  10635  10606  10656
    4096   5292   5241  10553  10608  10688  10534
   16384   1925   3892   7937  10409  10530  10588
   65536   1060   3647   7541  10498  10565  10620

 Type additional information to include in busSpeed.txt - Press Enter
