
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 native optimized Tue Dec 14 21:39:19 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   42290  42115  42334  48773  48629  48693  65108  65051  65122
      16   41985  41921  42008  48117  48054  48115  64816  64660  64661
      32   42137  42127  42087  48465  48477  48358  64516  64379  63081
      64   42112  42129  42061  48566  48572  48507  63728  62248  63603
     128   42175  42171  42114  48625  48625  48573  58641  60303  57431
     256   42129  42171  42105  48528  48512  48461  71210  71439  71147
     512   42234  42214  42121  48568  48603  48549  39548  39573  39600
    1024   42199  42220  42102  48664  48631  48597  40066  39622  39789
    2048   42234  42232  42137  48656  48302  48582  39925  39937  39974
    4096   41658  41638  41693  47770  47840  47768  39908  39988  39924
    8192   41331  41285  41365  47401  47381  47350  39940  39892  39814

                End of test Tue Dec 14 21:39:35 2021

