
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 armv8.4-a optimized Tue Dec 14 21:38:47 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   48415  48217  42304  48798  48597  48704  65125  64059  65065
      16   48028  48012  41960  48108  48071  48093  64509  38794  63901
      32   48168  48084  42088  48467  48455  48430  64075  64111  64261
      64   48297  48297  42081  48535  48494  48481  62764  61722  61877
     128   48361  48326  42098  48602  48610  48565  58725  59364  59023
     256   48291  48248  42050  48522  48502  48471  71462  71452  71523
     512   48365  48380  42126  48589  48574  48558  39891  39817  39542
    1024   48425  48403  42116  48654  48649  48512  39748  39797  39802
    2048   48393  48389  42089  48564  48630  48550  40103  40076  40102
    4096   47486  47459  41655  47710  47718  47683  39914  39890  39928
    8192   46654  46631  40986  46856  46861  46757  39894  39994  39983

                End of test Tue Dec 14 21:39:03 2021

