
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 armv8.4-a optimized Tue Dec 14 21:06:27 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   9446   9407  10282  10616  10644  10645
      32  10348  10347  10312  10610  10682  10653
      64  10285  10306  10534  10612  10658  10633
     128   8837  10542  10529  10637  10625  10617
     256   5150   5208  10553  10667  10628  10487
     512   5244   5272  10551  10661  10631  10613
    1024   5279   5290  10628  10619  10653  10621
    4096   5245   5267  10473  10627  10607  10618
   16384   1969   3952   7985  10353  10480  10558
   65536   1075   3586   7484  10526  10644  10491

 Type additional information to include in busSpeed.txt - Press Enter
