
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 native optimized Tue Dec 14 21:06:57 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   9492   9492  10367  10654  10675  10648
      32  10331  10342  10351  10690  10630  10649
      64  10277  10327  10539  10608  10629  10595
     128   8836  10549  10558  10615  10562  10687
     256   5167   5235  10583  10685  10679  10667
     512   5267   5304  10627  10622  10634  10673
    1024   5271   5281  10580  10695  10677  10690
    4096   5296   5301  10556  10692  10656  10693
   16384   1940   3964   8220  10568  10598  10645
   65536   1081   3676   7632  10565  10626  10662

 Type additional information to include in busSpeed.txt - Press Enter
