
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i386 optimized Tue Sep  8 15:17:29 2020
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    3189   1725   2102   4937   2483   2103   3383   1701   1703
      16    3365   1729   2281   4961   2428   2108   3404   1709   1709
      32    3168   1574   1949   4116   2029   2236   2055   1408   1435
      64    3175   1613   1951   4113   1982   2240   2073   1411   1412
     128    3176   1573   1952   4087   2031   2252   2074   1378   1412
     256    2601   1379   1648   3190   1666   1810   1646   1152   1118
     512     157    120    120    167    120    120     74     72     71
    1024     134    118    120    139    119    118     64     62     63
    2048     127    118    119    128    119    117     62     62     62
    4096     126    118    119    127    118    118     63     62     62
    8192     126    118    119    127    118    118     63     62     62

                End of test Tue Sep  8 15:18:16 2020

