
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i686 optimized Tue Sep  8 15:19:03 2020
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    3275   1725   2103   4815   2482   2102   3384   1702   1703
      16    3401   1729   2279   4964   2489   2107   3405   1670   1708
      32    3170   1612   1949   4122   1983   2218   2056   1443   1436
      64    3176   1575   1950   4118   2026   2244   2074   1346   1409
     128    3179   1613   1951   4093   1984   2206   2074   1413   1411
     256    2567   1340   1630   3119   1704   1816   1570   1081   1134
     512     159    120    120    167    120    120     75     71     71
    1024     135    118    120    138    119    118     64     62     63
    2048     127    118    119    129    119    118     63     62     62
    4096     126    118    119    127    118    117     62     62     62
    8192     127    118    119    127    118    118     63     61     62

                End of test Tue Sep  8 15:19:50 2020

