
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i686 optimized Wed Apr 29 22:01:23 2020
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    3529   1912   2075   4609   2334   2337   3654   1857   1857
      16    3562   1915   2086   4681   2348   2349   3719   1866   1871
      32    3513   1839   2074   4534   2314   2303   3460   1848   1856
      64    2407   1525   1650   2102   1656   1618   1368   1132   1135
     128    2425   1531   1654   2110   1663   1614   1360   1144   1144
     256    2453   1532   1652   2078   1669   1610   1367   1145   1145
     512    2472   1530   1649   2080   1670   1603   1369   1145   1141
    1024    2483   1529   1653   2085   1666   1606   1369   1130   1143
    2048    2412   1497   1629   2057   1649   1584   1308   1128   1120
    4096    1059   1015   1040   1064   1018   1013    544    527    527
    8192     840    844    849    847    850    846    428    420    420

                End of test Wed Apr 29 22:01:40 2020

