
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i386 optimized Wed Apr 29 22:00:33 2020
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    3383   1864   2067   4621   2339   2333   3655   1860   1860
      16    3627   1854   2088   4672   2349   2349   3701   1874   1871
      32    3474   1788   2067   4464   2307   2284   3590   1827   1826
      64    2398   1573   1613   2143   1661   1618   1363   1145   1145
     128    2418   1574   1653   2119   1663   1611   1363   1145   1141
     256    2460   1569   1638   2088   1668   1611   1365   1144   1144
     512    2472   1566   1655   2080   1665   1608   1368   1142   1145
    1024    2482   1551   1653   2084   1670   1604   1327   1131   1140
    2048     814   1549   1624   2053   1646   1579   1305   1121   1123
    4096     916    918    929    936    923    928    480    454    461
    8192     777    779    784    777    783    786    394    388    388

                End of test Wed Apr 29 22:00:49 2020

