
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 native optimized Tue Dec 14 20:59:25 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   50970  50770  50901  58600  58479  58631  78441  78460  78481
      16   50560  50654  50643  57890  57910  58002  78125  78061  78059
      32   50763  50709  50771  58379  58258  58279  76698  80691  77447
      64   50809  50806  50756  58494  57459  57668  75778  76322  76099
     128   50258  50339  50789  58658  58556  58610  68550  77267  75766
     256   50902  50898  50773  58541  58434  58422  86261  85330  85692
     512   50807  50811  50723  58510  58536  58448  48049  48019  47897
    1024   50887  50927  50805  58607  58627  58549  48133  48057  48085
    2048   50955  50951  50826  58677  58442  58538  48304  48298  48299
    4096   50215  50181  50274  57517  57502  57461  48176  48450  48333
    8192   49557  49548  49525  56771  56740  56732  48102  48227  48214

                End of test Tue Dec 14 20:59:40 2021

