    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:51:52 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11426  11417  12475  12882  12875  12884
      32  12462  12459  12432  12898  12888  12830
      64  12492  12463  12804  12905  12879  12852
     128  10751  12739  12741  12880  12873  12891
     256   6223   6320  12708  12855  12905  12871
     512   6360   6400  12760  12864  12896  12901
    1024   6398   6412  12848  12894  12904  12902
    4096   6419   6429  12798  12875  12875  12892
   16384   2066   4041   8349  12484  12681  12788
   65536   1127   3741   7717  12658  12821  12854
