    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:52:12 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11389  11452  12477  12883  12861  12886
      32  12497  12501  12461  12894  12811  12846
      64  12500  12452  12637  12874  12866  12867
     128  10742  12787  12779  12887  12842  12874
     256   6247   6330  12776  12894  12903  12867
     512   6346   6399  12823  12848  12895  12831
    1024   6395   6419  12848  12900  12846  12893
    4096   6283   6354  12547  12903  12884  12887
   16384   1915   3926   8089  12657  12725  12834
   65536   1096   3803   7727  12525  12822  12858
