 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Thu Feb 10 10:56:07 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58198  58042  51031  57293  58523  58755  73248  78488  76133
      16   57621  57888  50503  57978  58031  58047  78077  34841  78049
      32   57906  58099  50785  58455  58472  58311  77646  77921  77507
      64   58153  58288  50558  58474  58532  58519  73647  76434  74744
     128   58197  58344  50743  58632  58597  58562  70583  73413  70493
     256   58097  58227  50590  58448  58425  58476  85794  86435  86785
     512   58334  58252  50822  58609  58576  58563  47753  47725  47817
    1024   58415  58172  50790  58658  58554  58495  48122  48071  48007
    2048   58430  58438  50813  58605  58445  58544  48474  48407  48601
    4096   57263  57193  50277  57437  57562  57509  48199  48258  48285
    8192   57257  57178  50120  57554  57548  57333  48390  48310  48348

                End of test Thu Feb 10 10:56:22 2022

