    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:51:23 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11450  11450  12459  12879  12893  12859
      32  12430  12486  12436  12876  12882  12872
      64  12497  12505  12764  12796  12849  12876
     128  10756  12774  12764  12893  12899  12896
     256   6247   6312  12723  12761  12885  12861
     512   6355   6400  12808  12903  12887  12841
    1024   6398   6418  12864  12903  12872  12851
    4096   6432   6404  12717  12889  12877  12902
   16384   2004   4023   8194  12645  12724  12809
   65536   1088   3795   7722  12667  12833  12852
