    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:52:22 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11421  11433  12508  12892  12904  12874
      32  12494  12500  12504  12855  12888  12867
      64  12482  12498  12799  12870  12886  12880
     128  10743  12782  12774  12893  12886  12885
     256   6233   6315  12763  12897  12863  12880
     512   6361   6398  12818  12898  12900  12848
    1024   6397   6394  12859  12901  12893  12863
    4096   6339   6358  12566  12891  12899  12871
   16384   2140   4079   8404  12621  12698  12798
   65536   1127   3771   7512  12615  12827  12872
