    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:50:04 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11452  11447  12484  12898  12837  12880
      32  12440  12500  12476  12897  12897  12874
      64  12478  12461  12748  12896  12896  12880
     128  10714  12775  12758  12883  12899  12836
     256   6242   6324  12775  12899  12890  12900
     512   6340   6383  12842  12840  12899  12895
    1024   6395   6419  12838  12898  12879  12896
    4096   6291   6319  12419  12870  12896  12902
   16384   2009   4066   8315  12670  12721  12799
   65536   1128   3629   7724  12571  12745  12816
