 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Thu Feb 10 10:55:21 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58518  58284  50830  57325  58514  58758  77833  76448  69230
      16   57443  57713  50603  58016  57983  57992  64976  79147  77213
      32   58141  57920  50734  58428  58246  58416  78501  78085  76464
      64   58043  58042  50762  58507  58563  58490  81148  78966  76837
     128   58274  58240  50786  58347  57448  58336  69798  70615  69405
     256   58213  58163  50714  58099  58425  58298  86294  85274  85457
     512   58339  58369  50700  58550  58635  58419  48016  48251  48223
    1024   58421  58402  50837  58629  58622  58630  48278  48286  48444
    2048   58352  58445  50802  58680  58694  58607  48545  48386  48288
    4096   57355  57335  50279  57621  57619  57574  48198  44252  48325
    8192   56771  56743  49892  56990  56985  56935  47004  47202  46967

                End of test Thu Feb 10 10:55:36 2022

