 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Thu Feb 10 10:55:52 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   53777  58283  50900  57082  58684  58731  77664  77652  78526
      16   57933  57786  50634  57824  57754  58047  78075  78194  77833
      32   57952  58151  50802  58499  58344  58162  77086  76866  83255
      64   58275  58080  50761  58577  58478  58461  75967  73554  73853
     128   58005  58296  50688  58653  58624  58524  71301  70455  78799
     256   58239  58279  50720  58511  58511  58491  86783  85655  86153
     512   58340  58292  50837  58453  58571  58481  48011  48129  48104
    1024   58394  58426  50843  58702  58682  58591  48190  48186  48234
    2048   58385  58437  50854  58702  58700  58609  48399  48531  48456
    4096   57402  57410  50320  57629  57661  57577  48385  48389  48200
    8192   56772  56770  49722  57023  57028  56972  48218  48234  48142

                End of test Thu Feb 10 10:56:07 2022

