    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:52:41 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11459  11402  12492  12885  12897  12871
      32  12454  12463  12476  12890  12728  12883
      64  12492  12503  12782  12851  12890  12848
     128  10699  12782  12784  12867  12898  12900
     256   6251   6327  12739  12870  12884  12899
     512   6347   6399  12807  12887  12855  12889
    1024   6398   6418  12859  12893  12869  12885
    4096   6434   6442  12732  12884  12878  12896
   16384   2129   4161   8597  12673  12656  12771
   65536   1129   3770   7729  12718  12800  12589
