
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 armv8.4-a optimized Tue Dec 14 20:58:10 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   51060  50634  51007  58845  58671  58633  78574  78494  78448
      16   50685  50693  50629  58054  58016  57984  78133  77143  77610
      32   50806  50793  50703  58433  58384  58317  77604  77528  77773
      64   50670  49992  50597  58568  57563  58248  76951  76737  74008
     128   50282  49942  50759  58498  58665  58492  71343  71854  71270
     256   50857  50689  50753  58392  58516  58459  86301  81861  85832
     512   50922  50922  50836  58638  58625  58548  48196  48020  48203
    1024   50965  50943  50793  58701  58664  58606  48234  48454  48328
    2048   50908  50953  50828  58676  58703  58647  48438  48419  48447
    4096   50198  50170  50230  57513  57548  57483  48124  48290  48289
    8192   49656  49689  49859  57012  56950  56968  46698  47111  47212

                End of test Tue Dec 14 20:58:25 2021

