
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test arm64 armv8.4-a optimized Tue Dec 14 20:58:25 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   51108  50757  50837  58811  58662  58744  78411  78519  78462
      16   50692  50583  50607  58046  58032  57980  77971  78051  76579
      32   50790  50811  50778  58313  58480  58259  76260  77122  77104
      64   50793  50824  50659  58469  58594  58520  74503  75762  74504
     128   50815  50895  50772  58630  58657  57975  77319  74061  72336
     256   50807  49929  50615  58464  57892  57660  86324  86274  86100
     512   50023  49986  50771  57817  57562  57793  47468  47795  48050
    1024   50840  50941  50826  58704  58671  58392  47938  47943  48046
    2048   50947  50401  50840  58336  58091  58615  48427  48578  48438
    4096   50208  50205  50277  57654  57638  57620  47979  48113  48214
    8192   49703  49052  49816  56881  56707  56782  47965  47895  47913

                End of test Tue Dec 14 20:58:40 2021

