    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:51:33 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11422  11448  12467  12884  12839  12873
      32  12503  12505  12443  12898  12803  12860
      64  12495  12500  12790  12897  12827  12840
     128  10740  12792  12759  12898  12871  12900
     256   6228   6330  12772  12861  12906  12826
     512   6342   6400  12801  12896  12895  12870
    1024   6398   6402  12846  12898  12787  12858
    4096   6323   6353  12567  12899  12893  12867
   16384   2118   4139   8611  12606  12647  12749
   65536   1082   3727   7694  12657  12827  12874
