    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:51:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11452  11413  12469  12897  12900  12885
      32  12461  12500  12451  12891  12899  12854
      64  12467  12454  12800  12892  12870  12848
     128  10732  12795  12715  12899  12902  12903
     256   6251   6311  12754  12881  12898  12897
     512   6348   6396  12814  12873  12893  12895
    1024   6394   6420  12810  12869  12860  12893
    4096   6339   6354  12628  12894  12898  12894
   16384   2016   4031   8239  12656  12730  12821
   65536   1123   3771   7732  12679  12818  12869
