
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 native optimized Tue Dec 14 20:27:57 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11415  11348  12323  12723  12747  12772
      32  12451  12391  12506  12802  12755  12705
      64  12349  12290  12644  12698  12771  12689
     128  10646  12702  12662  12762  12805  12742
     256   6207   6310  12692  12869  12799  12837
     512   6358   6324  12637  12767  12815  12687
    1024   6125   6198  12349  12795  12805  12590
    4096   6183   6327  12604  12859  12795  12862
   16384   1982   3997   8183  12617  12730  12803
   65536   1087   3791   7702  12652  12834  12823

 Type additional information to include in busSpeed.txt - Press Enter
