 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Thu Feb 10 10:53:35 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   51111  50802  49569  58488  58313  58641  78286  78404  78153
      16   50674  50516  50484  57899  58030  58006  77466  77738  76975
      32   50755  50813  50768  58418  58398  58310  78050  77671  78288
      64   50739  50600  50487  58363  58576  58509  81805  75214  74240
     128   50890  50883  50796  58445  58654  58384  75170  78026  73203
     256   50458  50578  50426  58451  58474  58477  86205  86348  86100
     512   50843  50927  50781  58558  58654  58504  39519  43869  47976
    1024   50892  50966  50825  58267  58524  58424  48294  48343  48445
    2048   50899  50933  50653  58720  58364  58593  48316  48150  48469
    4096   50173  50250  50280  57662  57609  57606  48464  48430  48162
    8192   48898  48919  49159  56229  56235  56191  48173  48402  48335

                End of test Thu Feb 10 10:53:50 2022

