    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:52:51 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11452  11456  12434  12852  12893  12893
      32  12504  12499  12472  12856  12885  12881
      64  12455  12494  12735  12859  12881  12897
     128  10750  12792  12771  12872  12835  12883
     256   6250   6316  12819  12863  12899  12901
     512   6360   6389  12796  12897  12896  12881
    1024   6400   6417  12862  12901  12867  12863
    4096   6428   6441  12701  12901  12859  12901
   16384   2114   4175   8604  12427  12601  12752
   65536   1128   3766   7728  12661  12828  12861
