    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:52:02 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11440  11437  12503  12874  12886  12874
      32  12470  12493  12485  12854  12855  12890
      64  12504  12335  12763  12834  12855  12892
     128  10751  12790  12781  12830  12807  12898
     256   6253   6316  12764  12877  12898  12899
     512   6354   6370  12821  12902  12840  12859
    1024   6399   6422  12866  12897  12886  12858
    4096   6388   6400  12645  12896  12843  12875
   16384   2064   4128   8488  12616  12627  12756
   65536   1104   3790   7719  12654  12828  12837
