
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed arm64 native optimized Tue Dec 14 20:28:16 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11358  11321  12460  12878  12761  12717
      32  12380  12349  12330  12720  12732  12712
      64  12439  12397  12704  12780  12754  12656
     128  10682  12665  12684  12827  12823  12800
     256   6213   6279  12695  12795  12837  12817
     512   6302   6362  12743  12787  12833  12799
    1024   6354   6394  12794  12798  12790  12807
    4096   6353   6355  12570  12825  12815  12800
   16384   2010   4046   8236  12551  12657  12745
   65536   1020   3743   7634  12568  12703  12795

 Type additional information to include in busSpeed.txt - Press Enter
