    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:52:31 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11439  11402  12478  12902  12899  12884
      32  12456  12472  12438  12895  12892  12895
      64  12480  12406  12751  12884  12891  12899
     128  10733  12695  12755  12895  12897  12891
     256   6253   6323  12721  12889  12882  12900
     512   6362   6400  12776  12861  12890  12896
    1024   6209   6270  12512  12861  12852  12892
    4096   6341   6392  12638  12807  12889  12886
   16384   2072   4110   8452  12458  12564  12749
   65536   1115   3767   7723  12690  12572  12803
