 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Thu Feb 10 10:54:05 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   51045  50498  49738  58817  58691  58681  78421  78237  78181
      16   50588  50665  50678  57806  58046  57724  72084  77817  77880
      32   50829  50531  50237  58182  58465  58402  77332  77750  77228
      64   50658  50798  50737  58587  58592  58359  75955  75995  76648
     128   50725  50895  50554  58497  58661  58580  82657  75797  68509
     256   50727  50879  50771  58498  58525  58472  86373  85471  85897
     512   50935  50906  50493  58526  58520  58586  48202  48247  48152
    1024   50949  50961  50810  58703  58710  58554  48321  48297  48266
    2048   50922  50929  50813  58687  58702  58623  48591  48533  48431
    4096   50253  50253  50313  57678  57661  57596  48373  48273  48538
    8192   47884  47882  48109  55059  55082  55054  46034  45994  46073

                End of test Thu Feb 10 10:54:20 2022

