 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Thu Feb 10 10:55:36 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58357  58001  50916  57271  58624  58763  77746  78169  78107
      16   57913  57898  50667  58039  57620  58029  64837  78055  78224
      32   57997  57921  50603  58419  58491  58192  77792  76643  77861
      64   58219  58275  50753  58493  58511  58334  75772  74442  74996
     128   58153  58097  50781  58526  58637  58596  70159  71247  70558
     256   58257  58270  50791  58529  58454  58448  86276  86149  85542
     512   58384  57895  50822  58586  58631  58575  47999  48248  48124
    1024   58295  58426  50785  58652  58690  58563  48283  48216  48234
    2048   58395  58410  50855  58703  58711  58531  48488  48431  48379
    4096   57403  57406  50316  57646  57634  57603  48142  48459  48272
    8192   56345  56358  49090  56580  56524  56572  47112  46919  46944

                End of test Thu Feb 10 10:55:51 2022

