    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:51:43 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11423  11432  12506  12897  12886  12840
      32  12439  12499  12505  12870  12858  12791
      64  12490  12465  12796  12883  12884  12882
     128  10731  12772  12736  12893  12860  12436
     256   6233   6316  12770  12895  12900  12861
     512   6346   6383  12826  12896  12902  12843
    1024   6399   6407  12868  12793  12843  12883
    4096   6384   6375  12718  12903  12903  12902
   16384   2099   4147   8591  12553  12657  12754
   65536   1098   3771   7645  12630  12832  12879
