    BusSpeed arm64 armv8.4-a optimized Thu Feb 10 09:50:14 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11436  11440  12491  12871  12897  12790
      32  12483  12495  12461  12852  12892  12868
      64  12472  12478  12777  12871  12870  12894
     128  10694  12759  12742  12862  12899  12892
     256   6250   6329  12725  12892  12858  12900
     512   6359   6374  12800  12740  12880  12876
    1024   6401   6407  12822  12888  12880  12868
    4096   6437   6443  12761  12850  12862  12847
   16384   2028   4084   8301  12676  12713  12803
   65536   1119   3760   7726  12589  12766  12864
