
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test vfpv4 32 Bit Version 1 Mon Oct  5 01:38:49 2020
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1364   1199   1688   1531   1185   1807   1327   1253   1405
      16    1366   1202   1688   1523   1207   1810   1322   1265   1405
      32    1359   1202   1666   1516   1204   1803   1316   1258   1397
      64     945    968   1139   1027    918   1129    995    865    913
     128     947    967   1125   1019    914   1136    998    864    905
     256     724    742    839    776    715    839    598    548    569
     512     264    258    274    269    264    272    155    140    143
    1024     166    167    167    166    167    166    112     85     86
    2048     149    149    150    149    150    150    102     76     76
    4096     148    149    149    148    149    149    101     76     76
    8192     149    149    150    149    149    150    102     76     76

                End of test Mon Oct  5 01:39:26 2020

