 ##########################################

   Memory Reading Speed Test amd64 zen4 optimized Fri Sep 30 20:30:23 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  120165 103048  86073 100241 118278 122431 121716 122833 123257
      16  118678 101548  87584 100244 117887 122278 112212 113357 113517
      32  114700 101764  88272  98795 117423 121588 101278 110095 110081
      64  111099 101179  88391  97717 115887 120554  84338  85410  85632
     128  112120 101327  88554  98265 116132 120769  84326  84930  85004
     256  112862 101319  88489  98064 115769 120605  84378  84927  85013
     512  113011 101080  88542  98214 115418 120338  84136  84015  84048
    1024  105380 100637  86430  96106 111173 115464  72329  72613  69555
    2048  102435  96363  83909  93531 106989 110917  67281  68157  67778
    4096  103920  95481  84231  94120 108142 111653  68067  68766  68763
    8192  107559  98671  86956  94943 107830 111428  68397  68946  68863

                End of test Fri Sep 30 20:30:41 2022

