 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Fri Sep 30 20:30:05 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   76779  73174  81631  95500 113187 116930 115770 116486 112934
      16   70045  67168  72379  67326  86266  87393  91518  79445  78342
      32   68230  65165  69150  70783  83711  84892  72118  68279  67953
      64   71895  70008  77456  83438  98568 102008  68817  73813  73796
     128   73833  72457  80980  88448 104248 108093  73964  76676  76679
     256   74880  73633  82729  91110 107195 111319  77093  78738  78807
     512   75138  73927  83172  91749 107504 111680  71898  72452  72037
    1024   75438  72563  81781  92644 106877 109747  68254  68824  68846
    2048   73800  70978  80527  92235 106166 109629  67084  67208  67128
    4096   72985  70977  80721  91512 107025 109376  67808  67968  67947
    8192   73059  71705  81255  91973 106599 111201  67666  67937  67895

                End of test Fri Sep 30 20:30:23 2022

