 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Fri Sep 30 20:29:48 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   79555  38638 163180  88676 166066 165865  45485  83147  82971
      16   79066  38741 169503  89734 173628 173434  45664  86911  86921
      32   80059  38246 173032  90388 177725 177059  44996  88854  83587
      64   75969  35863 140961  74214 135201 135426  43126  84418  84375
     128   76103  35951 141511  74322 135804 135830  43239  84892  84903
     256   76192  36232 141801  74373 136034 136019  43243  85148  85151
     512   76199  36031 141516  74330 135834 135806  43226  85088  85067
    1024   75515  36815 124337  72146 121941 122089  42934  67826  68231
    2048   75376  36611 121326  73338 121408 121748  42818  63719  63547
    4096   75566  35858 122317  73459 122507 122353  42846  63578  63632
    8192   75661  35795 122266  73324 122054 122480  42963  63689  63551

                End of test Fri Sep 30 20:30:05 2022

