 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Fri Sep 30 20:29:12 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   77389  36876 156857  85508 133717 133986  44082  80290  80342
      16   77277  37625 164782  86546 151707 151932  44343  83736  83774
      32   68649  36388 144536  75994 144225 144275  44278  85358  85388
      64   69322  36374 127945  74301 126491 126955  43998  83901  83873
     128   74561  36555 139822  77168 134788 134998  44041  85505  85507
     256   76066  37510 141930  77788 136336 136701  44064  86013  86012
     512   76766  36391 133163  75917 129569 129769  43199  80489  80303
    1024   75549  36978 126674  74814 123450 123637  42958  72799  72827
    2048   75379  36757 121149  73661 121296 121432  42954  63655  63532
    4096   75326  35848 122139  73683 121761 122072  42919  63652  63611
    8192   75594  36817 122043  73797 121945 122050  42932  63594  63663

                End of test Fri Sep 30 20:29:30 2022

