 ##########################################

   Memory Reading Speed Test amd64 zen4 optimized Fri Sep 30 20:30:59 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   80133  76953  85901 100434 119025 122415 121739 122841 121529
      16   79756  77543  87528 100071 118035 122587 112142 113438 113192
      32   79917  78237  88379  98656 117533 121816 101519 105579 105584
      64   79625  78359  88396  97887 115405 120228  84692  84902  85145
     128   79594  78376  88641  98369 115320 120674  84207  84798  84866
     256   79566  78393  88718  98263 115413 120548  84357  84916  84949
     512   79501  78315  88462  96764 114829 120021  83191  83064  83023
    1024   76759  78209  88515  97396 113244 116913  72768  73344  73061
    2048   76235  75432  84059  96616 111832 115740  70328  70720  70676
    4096   76674  75319  85463  96116 111945 116093  70939  71246  71349
    8192   76400  75418  85663  95663 111891 116530  71042  71108  70856

                End of test Fri Sep 30 20:31:16 2022

