    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:55:33 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3292   3318   3594   3812   4439   4450
      32   1378   1571   2065   2910   3761   4000
      64    680    911   1440   1957   3035   3458
     128    379    531    943   1320   2311   2821
     256    357    503    911   1260   2224   2766
     512    360    508    911   1261   2225   2766
    1024    359    506    911   1261   2228   2765
    4096    136    224    393    768   1606   2674
   16384    138    223    390    747   1566   2639
   65536    138    224    391    745   1571   2650
