 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 14:00:41 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7581   4225   4244   7594   4237   4236   6541   3384   6627
      16    7571   4244   4248   7602   4245   4227   6680   3394   6818
      32    4640   2801   2923   4490   2865   2488   7115   3446   7312
      64    5429   3143   3136   5330   3140   3108   7386   3482   7415
     128    4548   2593   2992   4662   2565   2811   6464   3315   6097
     256    4296   2424   2971   4472   2397   2736   6356   3338   6288
     512    4442   2388   2820   4572   2338   2704   6310   3339   6295
    1024    3362   1810   2662   3481   1977   1898   5842   3319   5744
    2048    3224   2177   2646   3377   2180   1860   5361   3307   5312
    4096    2294    740   2373   2431    711    653   4366   3268   4363
    8192    2143    567   2422   2232    582    714   3518   3133   3510

                End of test Sun Sep  4 14:00:57 2022

