    BusSpeed riscv64 rv64g-c910 optimized Sun Sep  4 10:54:14 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3254   3319   3607   4182   4160   4545
      32    867   1217   1652   2181   3135   3640
      64    540    747   1210   1736   2611   3200
     128    375    547    915   1340   2252   2871
     256    353    501    889   1284   2192   2795
     512    356    503    881   1285   2193   2794
    1024    356    503    884   1287   2192   2794
    4096    129    234    395    761   1663   2690
   16384    130    233    390    735   1615   2647
   65536    130    235    392    736   1619   2655
