    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:01:52 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3291   3328   3594   3807   4440   4435
      32    819   1029   1694   2166   3157   3629
      64    542    718   1225   1677   2601   3179
     128    408    580   1013   1406   2320   2910
     256    352    497    905   1259   2221   2772
     512    354    501    907   1260   2224   2774
    1024    356    501    907   1261   2227   2775
    4096    132    234    400    763   1524   2677
   16384    133    233    397    745   1490   2649
   65536    133    234    397    750   1500   2648
