    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:58:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3273   3317   3606   4183   4158   4542
      32   3489   3542   3558   4166   4174   4553
      64   1318   1650   2244   2954   3549   4057
     128    363    516    885   1295   2195   2805
     256    360    508    889   1294   2195   2806
     512    363    511    896   1295   2195   2807
    1024    363    510    897   1292   2195   2806
    4096    139    230    392    769   1667   2704
   16384    140    229    388    735   1610   2650
   65536    140    230    389    746   1618   2659
