 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 13:58:45 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7624   8152   8473   7626   8167   8330   6647   3631   6184
      16    7634   8162   8482   7639   8176   8335   6618   3681   6203
      32    5064   6224   6622   4918   6395   6465   6838   3740   6289
      64    5055   6417   6543   5137   6534   6721   7452   3921   6331
     128    4715   6146   5775   4749   6183   5872   6522   3625   5908
     256    4774   6053   5311   4478   5309   5330   6328   3552   5992
     512    4738   5966   5185   4439   5102   5187   6299   3538   6033
    1024    4411   5107   5561   4288   5440   5539   6315   3540   6056
    2048    3720   4568   5302   3683   5222   5364   5450   3511   5146
    4096    3064   3387   4868   3007   4644   5018   4077   3451   3963
    8192    3030   2154   5068   3015   3541   2407   3480   3267   3428

                End of test Sun Sep  4 13:59:01 2022

