 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 13:54:43 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7613   7865   7876   7630   7627   7875   6551   3474   6033
      16    7633   7865   7892   7573   7646   7909   6499   3465   6157
      32    7639   7894   7914   7641   7651   7915   7262   3746   6241
      64    6244   5630   5815   6290   5562   6856   7072   3639   6240
     128    5498   4023   6395   5475   4036   6542   6336   3421   5773
     256    5095   3419   6317   5095   3747   4953   6279   3406   5898
     512    4926   3389   6240   4918   3634   6223   6311   3416   6039
    1024    4745   3419   6257   4727   3564   6269   6322   3420   6006
    2048    4182   1505   5995   4154   1626   5806   5844   3411   5479
    4096    3135   1171   5020   3137   1173   4882   4345   3365   4198
    8192    3250   1041   1491   3257   1260   4094   3701   3279   3661

                End of test Sun Sep  4 13:54:59 2022

