 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 13:57:09 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7612   7865   7876   7630   7584   7890   6594   3477   5960
      16    7636   7893   7903   7634   7594   7885   6446   3549   6164
      32    7641   7901   7906   7640   7650   7914   6575   3490   6162
      64    5219   4182   6217   5268   4218   6434   6192   3429   5649
     128    5262   3827   6063   5041   3699   6244   6166   3453   5744
     256    5099   3581   5670   5075   3621   6049   6201   3399   5608
     512    5136   3485   5498   4959   3495   5641   6310   3416   5998
    1024    4609   2107   5195   4559   2156   5354   6322   3420   6011
    2048    3304   1105   4833   3306   1134   5023   5983   3414   5646
    4096    2930   1008   4249   2936    975   4839   4364   3372   4056
    8192    3034   1028   4265   3051   1085   4964   3444   3244   3381

                End of test Sun Sep  4 13:57:25 2022

